job_title,job_category,employee_residence,experience_level,employment_type,company_location,company_size,salary_in_usd
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,140000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,130000
Head of Data,Leadership and Management,United Kingdom,Executive,Full-time,United Kingdom,M,246080
Data Science Manager,Data Science and Research,United States,Senior,Full-time,United States,M,198200
Analytics Engineer,Leadership and Management,United States,Senior,Full-time,United States,M,289800
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,65000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,268000
Data Quality Analyst,Data Quality and Operations,United States,Senior,Full-time,United States,M,140000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,94000
Research Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,287500
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,85000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,245000
Research Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,190000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,68637
BI Developer,BI and Visualization,United States,Entry-level,Full-time,United States,M,57000
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,167000
AI Scientist,Machine Learning and AI,Colombia,Senior,Full-time,Other,L,125000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,181500
Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,United States,M,190000
Business Data Analyst,Data Analysis,Ghana,Mid-level,Freelance,Other,S,36000
Data Architect,Data Architecture and Modeling,United Kingdom,Senior,Full-time,United Kingdom,M,138000
Research Scientist,Data Science and Research,France,Senior,Full-time,Other,L,89306
Data Strategist,Data Architecture and Modeling,United States,Senior,Full-time,United States,M,91000
Data Manager,Leadership and Management,United States,Senior,Full-time,United States,M,130000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,210000
Research Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,125000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,288000
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,46500
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,170000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,106500
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,140000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,190000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,195000
Machine Learning Engineer,Machine Learning and AI,Lithuania,Senior,Full-time,Other,M,79032
Data Scientist,Data Science and Research,France,Senior,Full-time,Other,M,77684
Machine Learning Scientist,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,230000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,120000
Data Engineer,Data Engineering,Spain,Mid-level,Full-time,Spain,M,66940
Director of Data Science,Data Science and Research,United States,Executive,Full-time,United States,M,118440
Data Analyst,Data Analysis,United States,Entry-level,Full-time,United States,M,55000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,173300
Analytics Engineer,Leadership and Management,United States,Senior,Full-time,United States,M,162000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,145000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,168000
Data Engineer,Data Engineering,Canada,Senior,Full-time,Canada,M,148500
Research Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,151800
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,160000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,160000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,260000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,278700
Machine Learning Scientist,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,170000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,105000
Research Engineer,Data Science and Research,United States,Entry-level,Full-time,United States,M,120000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,172900
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,110000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,160000
Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,United States,M,63000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,145000
Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,150000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,250000
Applied Scientist,Data Science and Research,United States,Senior,Full-time,United States,L,136000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,150000
Data Manager,Leadership and Management,United States,Senior,Full-time,United States,M,140000
Data Science Practitioner,Data Science and Research,United States,Senior,Full-time,United States,M,196500
Data Scientist,Data Science and Research,United States,Entry-level,Full-time,United States,M,130000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,133000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,202400
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,167000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,115000
Data Analyst,Data Analysis,United States,Entry-level,Full-time,United States,M,75000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,126900
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,145000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,210000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,254000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,245000
ML Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,S,256000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,135000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,258700
Data Scientist,Data Science and Research,Netherlands,Entry-level,Full-time,Other,L,32390
Head of Data,Leadership and Management,United States,Executive,Full-time,United States,M,329500
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,120000
Data Scientist,Data Science and Research,United Kingdom,Mid-level,Full-time,United Kingdom,M,79976
Data Engineer,Data Engineering,United States,Entry-level,Full-time,United States,M,73900
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,185900
Data Operations Engineer,Data Quality and Operations,United States,Senior,Full-time,United States,M,289120
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,150000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,110600
Machine Learning Scientist,Machine Learning and AI,United States,Senior,Full-time,United States,M,325000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,226600
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,130000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,129300
Data Integration Specialist,Data Management and Strategy,United States,Entry-level,Full-time,United States,M,100000
Data Lead,Leadership and Management,United States,Mid-level,Full-time,United States,M,130000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,130000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,140000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,204500
Analytics Engineer,Leadership and Management,United Kingdom,Senior,Full-time,United Kingdom,M,170000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,115000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,139400
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,224800
Machine Learning Engineer,Machine Learning and AI,France,Mid-level,Full-time,Germany,M,84053
Data Science Manager,Data Science and Research,United States,Senior,Full-time,United States,M,231250
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,324000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,106500
Applied Scientist,Data Science and Research,United States,Entry-level,Full-time,United States,M,141100
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,162500
Data Engineer,Data Engineering,United States,Entry-level,Full-time,United States,M,120000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,150000
Applied Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,218213
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,123900
